onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanized
kʰ	wa	pʰ	a	k̚	CwVCVC	ㅋㅘㅍㅏᆨ	콰팍	kwapak
kʰ	wa	pʰ	o	m	CwVCVC	ㅋㅘㅍㅗᆷ	콰폼	kwapom
kʰ	wa	pʰ	o	n	CwVCVC	ㅋㅘㅍㅗᆫ	콰폰	kwapon
kʰ	wa	pʰ	o	ŋ	CwVCVC	ㅋㅘㅍㅗᆼ	콰퐁	kwapong
kʰ	wa	pʰ	o	t̚	CwVCVC	ㅋㅘㅍㅗᆮ	콰폳	kwapot
kʰ	wa	pʰ	o	k̚	CwVCVC	ㅋㅘㅍㅗᆨ	콰폭	kwapok
kʰ	wa	pʰ	u	m	CwVCVC	ㅋㅘㅍㅜᆷ	콰품	kwapum
kʰ	wa	pʰ	u	n	CwVCVC	ㅋㅘㅍㅜᆫ	콰푼	kwapun
kʰ	wa	pʰ	u	ŋ	CwVCVC	ㅋㅘㅍㅜᆼ	콰풍	kwapung
kʰ	wa	pʰ	u	t̚	CwVCVC	ㅋㅘㅍㅜᆮ	콰푿	kwaput
kʰ	wa	pʰ	u	k̚	CwVCVC	ㅋㅘㅍㅜᆨ	콰푹	kwapuk
kʰ	wi	tʰ	i	m	CwVCVC	ㅋㅟㅌㅣᆷ	퀴팀	kwitim
kʰ	wi	tʰ	i	n	CwVCVC	ㅋㅟㅌㅣᆫ	퀴틴	kwitin
kʰ	wi	tʰ	i	ŋ	CwVCVC	ㅋㅟㅌㅣᆼ	퀴팅	kwiting
kʰ	wi	tʰ	i	p̚	CwVCVC	ㅋㅟㅌㅣᆸ	퀴팁	kwitip
kʰ	wi	tʰ	i	k̚	CwVCVC	ㅋㅟㅌㅣᆨ	퀴틱	kwitik
kʰ	wi	tʰ	a	m	CwVCVC	ㅋㅟㅌㅏᆷ	퀴탐	kwitam
kʰ	wi	tʰ	a	n	CwVCVC	ㅋㅟㅌㅏᆫ	퀴탄	kwitan
kʰ	wi	tʰ	a	ŋ	CwVCVC	ㅋㅟㅌㅏᆼ	퀴탕	kwitang
kʰ	wi	tʰ	a	p̚	CwVCVC	ㅋㅟㅌㅏᆸ	퀴탑	kwitap
kʰ	wi	tʰ	a	k̚	CwVCVC	ㅋㅟㅌㅏᆨ	퀴탁	kwitak
kʰ	wi	tʰ	o	m	CwVCVC	ㅋㅟㅌㅗᆷ	퀴톰	kwitom
kʰ	wi	tʰ	o	n	CwVCVC	ㅋㅟㅌㅗᆫ	퀴톤	kwiton
kʰ	wi	tʰ	o	ŋ	CwVCVC	ㅋㅟㅌㅗᆼ	퀴통	kwitong
kʰ	wi	tʰ	o	p̚	CwVCVC	ㅋㅟㅌㅗᆸ	퀴톱	kwitop
kʰ	wi	tʰ	o	k̚	CwVCVC	ㅋㅟㅌㅗᆨ	퀴톡	kwitok
kʰ	wi	tʰ	u	m	CwVCVC	ㅋㅟㅌㅜᆷ	퀴툼	kwitum
kʰ	wi	tʰ	u	n	CwVCVC	ㅋㅟㅌㅜᆫ	퀴툰	kwitun
kʰ	wi	tʰ	u	ŋ	CwVCVC	ㅋㅟㅌㅜᆼ	퀴퉁	kwitung
kʰ	wi	tʰ	u	p̚	CwVCVC	ㅋㅟㅌㅜᆸ	퀴툽	kwitup
kʰ	wi	tʰ	u	k̚	CwVCVC	ㅋㅟㅌㅜᆨ	퀴툭	kwituk
kʰ	wa	tʰ	i	m	CwVCVC	ㅋㅘㅌㅣᆷ	콰팀	kwatim
kʰ	wa	tʰ	i	n	CwVCVC	ㅋㅘㅌㅣᆫ	콰틴	kwatin
kʰ	wa	tʰ	i	ŋ	CwVCVC	ㅋㅘㅌㅣᆼ	콰팅	kwating
kʰ	wa	tʰ	i	p̚	CwVCVC	ㅋㅘㅌㅣᆸ	콰팁	kwatip
kʰ	wa	tʰ	i	k̚	CwVCVC	ㅋㅘㅌㅣᆨ	콰틱	kwatik
kʰ	wa	tʰ	a	m	CwVCVC	ㅋㅘㅌㅏᆷ	콰탐	kwatam
kʰ	wa	tʰ	a	n	CwVCVC	ㅋㅘㅌㅏᆫ	콰탄	kwatan
kʰ	wa	tʰ	a	ŋ	CwVCVC	ㅋㅘㅌㅏᆼ	콰탕	kwatang
kʰ	wa	tʰ	a	p̚	CwVCVC	ㅋㅘㅌㅏᆸ	콰탑	kwatap
kʰ	wa	tʰ	a	k̚	CwVCVC	ㅋㅘㅌㅏᆨ	콰탁	kwatak
kʰ	wa	tʰ	o	m	CwVCVC	ㅋㅘㅌㅗᆷ	콰톰	kwatom
kʰ	wa	tʰ	o	n	CwVCVC	ㅋㅘㅌㅗᆫ	콰톤	kwaton
kʰ	wa	tʰ	o	ŋ	CwVCVC	ㅋㅘㅌㅗᆼ	콰통	kwatong
kʰ	wa	tʰ	o	p̚	CwVCVC	ㅋㅘㅌㅗᆸ	콰톱	kwatop
kʰ	wa	tʰ	o	k̚	CwVCVC	ㅋㅘㅌㅗᆨ	콰톡	kwatok
kʰ	wa	tʰ	u	m	CwVCVC	ㅋㅘㅌㅜᆷ	콰툼	kwatum
kʰ	wa	tʰ	u	n	CwVCVC	ㅋㅘㅌㅜᆫ	콰툰	kwatun
kʰ	wa	tʰ	u	ŋ	CwVCVC	ㅋㅘㅌㅜᆼ	콰퉁	kwatung
kʰ	wa	tʰ	u	p̚	CwVCVC	ㅋㅘㅌㅜᆸ	콰툽	kwatup
kʰ	wa	tʰ	u	k̚	CwVCVC	ㅋㅘㅌㅜᆨ	콰툭	kwatuk
kʰ	wi	cʰ	i	m	CwVCVC	ㅋㅟㅊㅣᆷ	퀴침	kwichim
kʰ	wi	cʰ	i	n	CwVCVC	ㅋㅟㅊㅣᆫ	퀴친	kwichin
kʰ	wi	cʰ	i	ŋ	CwVCVC	ㅋㅟㅊㅣᆼ	퀴칭	kwiching
kʰ	wi	cʰ	i	p̚	CwVCVC	ㅋㅟㅊㅣᆸ	퀴칩	kwichip
kʰ	wi	cʰ	i	t̚	CwVCVC	ㅋㅟㅊㅣᆮ	퀴칟	kwichit
kʰ	wi	cʰ	i	k̚	CwVCVC	ㅋㅟㅊㅣᆨ	퀴칙	kwichik
kʰ	wi	cʰ	a	m	CwVCVC	ㅋㅟㅊㅏᆷ	퀴참	kwicham
kʰ	wi	cʰ	a	n	CwVCVC	ㅋㅟㅊㅏᆫ	퀴찬	kwichan
kʰ	wi	cʰ	a	ŋ	CwVCVC	ㅋㅟㅊㅏᆼ	퀴창	kwichang
kʰ	wi	cʰ	a	p̚	CwVCVC	ㅋㅟㅊㅏᆸ	퀴찹	kwichap
kʰ	wi	cʰ	a	t̚	CwVCVC	ㅋㅟㅊㅏᆮ	퀴찯	kwichat
kʰ	wi	cʰ	a	k̚	CwVCVC	ㅋㅟㅊㅏᆨ	퀴착	kwichak
kʰ	wi	cʰ	o	m	CwVCVC	ㅋㅟㅊㅗᆷ	퀴촘	kwichom
kʰ	wi	cʰ	o	n	CwVCVC	ㅋㅟㅊㅗᆫ	퀴촌	kwichon
kʰ	wi	cʰ	o	ŋ	CwVCVC	ㅋㅟㅊㅗᆼ	퀴총	kwichong
kʰ	wi	cʰ	o	p̚	CwVCVC	ㅋㅟㅊㅗᆸ	퀴촙	kwichop
kʰ	wi	cʰ	o	t̚	CwVCVC	ㅋㅟㅊㅗᆮ	퀴촏	kwichot
kʰ	wi	cʰ	o	k̚	CwVCVC	ㅋㅟㅊㅗᆨ	퀴촉	kwichok
kʰ	wi	cʰ	u	m	CwVCVC	ㅋㅟㅊㅜᆷ	퀴춤	kwichum
kʰ	wi	cʰ	u	n	CwVCVC	ㅋㅟㅊㅜᆫ	퀴춘	kwichun
kʰ	wi	cʰ	u	ŋ	CwVCVC	ㅋㅟㅊㅜᆼ	퀴충	kwichung
kʰ	wi	cʰ	u	p̚	CwVCVC	ㅋㅟㅊㅜᆸ	퀴춥	kwichup
kʰ	wi	cʰ	u	t̚	CwVCVC	ㅋㅟㅊㅜᆮ	퀴춛	kwichut
kʰ	wi	cʰ	u	k̚	CwVCVC	ㅋㅟㅊㅜᆨ	퀴축	kwichuk
kʰ	wa	cʰ	i	m	CwVCVC	ㅋㅘㅊㅣᆷ	콰침	kwachim
kʰ	wa	cʰ	i	n	CwVCVC	ㅋㅘㅊㅣᆫ	콰친	kwachin
kʰ	wa	cʰ	i	ŋ	CwVCVC	ㅋㅘㅊㅣᆼ	콰칭	kwaching
kʰ	wa	cʰ	i	p̚	CwVCVC	ㅋㅘㅊㅣᆸ	콰칩	kwachip
kʰ	wa	cʰ	i	t̚	CwVCVC	ㅋㅘㅊㅣᆮ	콰칟	kwachit
kʰ	wa	cʰ	i	k̚	CwVCVC	ㅋㅘㅊㅣᆨ	콰칙	kwachik
kʰ	wa	cʰ	a	m	CwVCVC	ㅋㅘㅊㅏᆷ	콰참	kwacham
kʰ	wa	cʰ	a	n	CwVCVC	ㅋㅘㅊㅏᆫ	콰찬	kwachan
kʰ	wa	cʰ	a	ŋ	CwVCVC	ㅋㅘㅊㅏᆼ	콰창	kwachang
kʰ	wa	cʰ	a	p̚	CwVCVC	ㅋㅘㅊㅏᆸ	콰찹	kwachap
kʰ	wa	cʰ	a	t̚	CwVCVC	ㅋㅘㅊㅏᆮ	콰찯	kwachat
kʰ	wa	cʰ	a	k̚	CwVCVC	ㅋㅘㅊㅏᆨ	콰착	kwachak
kʰ	wa	cʰ	o	m	CwVCVC	ㅋㅘㅊㅗᆷ	콰촘	kwachom
kʰ	wa	cʰ	o	n	CwVCVC	ㅋㅘㅊㅗᆫ	콰촌	kwachon
kʰ	wa	cʰ	o	ŋ	CwVCVC	ㅋㅘㅊㅗᆼ	콰총	kwachong
kʰ	wa	cʰ	o	p̚	CwVCVC	ㅋㅘㅊㅗᆸ	콰촙	kwachop
kʰ	wa	cʰ	o	t̚	CwVCVC	ㅋㅘㅊㅗᆮ	콰촏	kwachot
kʰ	wa	cʰ	o	k̚	CwVCVC	ㅋㅘㅊㅗᆨ	콰촉	kwachok
kʰ	wa	cʰ	u	m	CwVCVC	ㅋㅘㅊㅜᆷ	콰춤	kwachum
kʰ	wa	cʰ	u	n	CwVCVC	ㅋㅘㅊㅜᆫ	콰춘	kwachun
kʰ	wa	cʰ	u	ŋ	CwVCVC	ㅋㅘㅊㅜᆼ	콰충	kwachung
kʰ	wa	cʰ	u	p̚	CwVCVC	ㅋㅘㅊㅜᆸ	콰춥	kwachup
kʰ	wa	cʰ	u	t̚	CwVCVC	ㅋㅘㅊㅜᆮ	콰춛	kwachut
kʰ	wa	cʰ	u	k̚	CwVCVC	ㅋㅘㅊㅜᆨ	콰축	kwachuk
kʰ	wi	s	i	m	CwVCVC	ㅋㅟᄉㅣᆷ	퀴심	kwisim
kʰ	wi	s	i	n	CwVCVC	ㅋㅟᄉㅣᆫ	퀴신	kwisin
kʰ	wi	s	i	ŋ	CwVCVC	ㅋㅟᄉㅣᆼ	퀴싱	kwising
kʰ	wi	s	i	p̚	CwVCVC	ㅋㅟᄉㅣᆸ	퀴십	kwisip
kʰ	wi	s	i	t̚	CwVCVC	ㅋㅟᄉㅣᆮ	퀴싣	kwisit
kʰ	wi	s	i	k̚	CwVCVC	ㅋㅟᄉㅣᆨ	퀴식	kwisik
kʰ	wi	s	a	m	CwVCVC	ㅋㅟᄉㅏᆷ	퀴삼	kwisam
kʰ	wi	s	a	n	CwVCVC	ㅋㅟᄉㅏᆫ	퀴산	kwisan
kʰ	wi	s	a	ŋ	CwVCVC	ㅋㅟᄉㅏᆼ	퀴상	kwisang
kʰ	wi	s	a	p̚	CwVCVC	ㅋㅟᄉㅏᆸ	퀴삽	kwisap
kʰ	wi	s	a	t̚	CwVCVC	ㅋㅟᄉㅏᆮ	퀴삳	kwisat
kʰ	wi	s	a	k̚	CwVCVC	ㅋㅟᄉㅏᆨ	퀴삭	kwisak
kʰ	wi	s	o	m	CwVCVC	ㅋㅟᄉㅗᆷ	퀴솜	kwisom
kʰ	wi	s	o	n	CwVCVC	ㅋㅟᄉㅗᆫ	퀴손	kwison
kʰ	wi	s	o	ŋ	CwVCVC	ㅋㅟᄉㅗᆼ	퀴송	kwisong
kʰ	wi	s	o	p̚	CwVCVC	ㅋㅟᄉㅗᆸ	퀴솝	kwisop
kʰ	wi	s	o	t̚	CwVCVC	ㅋㅟᄉㅗᆮ	퀴솓	kwisot
kʰ	wi	s	o	k̚	CwVCVC	ㅋㅟᄉㅗᆨ	퀴속	kwisok
kʰ	wi	s	u	m	CwVCVC	ㅋㅟᄉㅜᆷ	퀴숨	kwisum
kʰ	wi	s	u	n	CwVCVC	ㅋㅟᄉㅜᆫ	퀴순	kwisun
kʰ	wi	s	u	ŋ	CwVCVC	ㅋㅟᄉㅜᆼ	퀴숭	kwisung
kʰ	wi	s	u	p̚	CwVCVC	ㅋㅟᄉㅜᆸ	퀴숩	kwisup
kʰ	wi	s	u	t̚	CwVCVC	ㅋㅟᄉㅜᆮ	퀴숟	kwisut
kʰ	wi	s	u	k̚	CwVCVC	ㅋㅟᄉㅜᆨ	퀴숙	kwisuk
kʰ	wa	s	i	m	CwVCVC	ㅋㅘᄉㅣᆷ	콰심	kwasim
kʰ	wa	s	i	n	CwVCVC	ㅋㅘᄉㅣᆫ	콰신	kwasin
kʰ	wa	s	i	ŋ	CwVCVC	ㅋㅘᄉㅣᆼ	콰싱	kwasing
kʰ	wa	s	i	p̚	CwVCVC	ㅋㅘᄉㅣᆸ	콰십	kwasip
kʰ	wa	s	i	t̚	CwVCVC	ㅋㅘᄉㅣᆮ	콰싣	kwasit
kʰ	wa	s	i	k̚	CwVCVC	ㅋㅘᄉㅣᆨ	콰식	kwasik
kʰ	wa	s	a	m	CwVCVC	ㅋㅘᄉㅏᆷ	콰삼	kwasam
kʰ	wa	s	a	n	CwVCVC	ㅋㅘᄉㅏᆫ	콰산	kwasan
kʰ	wa	s	a	ŋ	CwVCVC	ㅋㅘᄉㅏᆼ	콰상	kwasang
kʰ	wa	s	a	p̚	CwVCVC	ㅋㅘᄉㅏᆸ	콰삽	kwasap
kʰ	wa	s	a	t̚	CwVCVC	ㅋㅘᄉㅏᆮ	콰삳	kwasat
kʰ	wa	s	a	k̚	CwVCVC	ㅋㅘᄉㅏᆨ	콰삭	kwasak
kʰ	wa	s	o	m	CwVCVC	ㅋㅘᄉㅗᆷ	콰솜	kwasom
kʰ	wa	s	o	n	CwVCVC	ㅋㅘᄉㅗᆫ	콰손	kwason
kʰ	wa	s	o	ŋ	CwVCVC	ㅋㅘᄉㅗᆼ	콰송	kwasong
kʰ	wa	s	o	p̚	CwVCVC	ㅋㅘᄉㅗᆸ	콰솝	kwasop
kʰ	wa	s	o	t̚	CwVCVC	ㅋㅘᄉㅗᆮ	콰솓	kwasot
kʰ	wa	s	o	k̚	CwVCVC	ㅋㅘᄉㅗᆨ	콰속	kwasok
kʰ	wa	s	u	m	CwVCVC	ㅋㅘᄉㅜᆷ	콰숨	kwasum
kʰ	wa	s	u	n	CwVCVC	ㅋㅘᄉㅜᆫ	콰순	kwasun
kʰ	wa	s	u	ŋ	CwVCVC	ㅋㅘᄉㅜᆼ	콰숭	kwasung
kʰ	wa	s	u	p̚	CwVCVC	ㅋㅘᄉㅜᆸ	콰숩	kwasup
kʰ	wa	s	u	t̚	CwVCVC	ㅋㅘᄉㅜᆮ	콰숟	kwasut
kʰ	wa	s	u	k̚	CwVCVC	ㅋㅘᄉㅜᆨ	콰숙	kwasuk
kʰ	wi	m	i	n	CwVCVC	ㅋㅟᄆㅣᆫ	퀴민	kwimin
kʰ	wi	m	i	ŋ	CwVCVC	ㅋㅟᄆㅣᆼ	퀴밍	kwiming
kʰ	wi	m	i	p̚	CwVCVC	ㅋㅟᄆㅣᆸ	퀴밉	kwimip
kʰ	wi	m	i	t̚	CwVCVC	ㅋㅟᄆㅣᆮ	퀴믿	kwimit
kʰ	wi	m	i	k̚	CwVCVC	ㅋㅟᄆㅣᆨ	퀴믹	kwimik
kʰ	wi	m	a	n	CwVCVC	ㅋㅟᄆㅏᆫ	퀴만	kwiman
kʰ	wi	m	a	ŋ	CwVCVC	ㅋㅟᄆㅏᆼ	퀴망	kwimang
kʰ	wi	m	a	p̚	CwVCVC	ㅋㅟᄆㅏᆸ	퀴맙	kwimap
kʰ	wi	m	a	t̚	CwVCVC	ㅋㅟᄆㅏᆮ	퀴맏	kwimat
kʰ	wi	m	a	k̚	CwVCVC	ㅋㅟᄆㅏᆨ	퀴막	kwimak
kʰ	wi	m	o	n	CwVCVC	ㅋㅟᄆㅗᆫ	퀴몬	kwimon
kʰ	wi	m	o	ŋ	CwVCVC	ㅋㅟᄆㅗᆼ	퀴몽	kwimong
kʰ	wi	m	o	p̚	CwVCVC	ㅋㅟᄆㅗᆸ	퀴몹	kwimop
kʰ	wi	m	o	t̚	CwVCVC	ㅋㅟᄆㅗᆮ	퀴몯	kwimot
kʰ	wi	m	o	k̚	CwVCVC	ㅋㅟᄆㅗᆨ	퀴목	kwimok
kʰ	wi	m	u	n	CwVCVC	ㅋㅟᄆㅜᆫ	퀴문	kwimun
kʰ	wi	m	u	ŋ	CwVCVC	ㅋㅟᄆㅜᆼ	퀴뭉	kwimung
kʰ	wi	m	u	p̚	CwVCVC	ㅋㅟᄆㅜᆸ	퀴뭅	kwimup
kʰ	wi	m	u	t̚	CwVCVC	ㅋㅟᄆㅜᆮ	퀴묻	kwimut
kʰ	wi	m	u	k̚	CwVCVC	ㅋㅟᄆㅜᆨ	퀴묵	kwimuk
kʰ	wa	m	i	n	CwVCVC	ㅋㅘᄆㅣᆫ	콰민	kwamin
kʰ	wa	m	i	ŋ	CwVCVC	ㅋㅘᄆㅣᆼ	콰밍	kwaming
kʰ	wa	m	i	p̚	CwVCVC	ㅋㅘᄆㅣᆸ	콰밉	kwamip
kʰ	wa	m	i	t̚	CwVCVC	ㅋㅘᄆㅣᆮ	콰믿	kwamit
kʰ	wa	m	i	k̚	CwVCVC	ㅋㅘᄆㅣᆨ	콰믹	kwamik
kʰ	wa	m	a	n	CwVCVC	ㅋㅘᄆㅏᆫ	콰만	kwaman
kʰ	wa	m	a	ŋ	CwVCVC	ㅋㅘᄆㅏᆼ	콰망	kwamang
kʰ	wa	m	a	p̚	CwVCVC	ㅋㅘᄆㅏᆸ	콰맙	kwamap
kʰ	wa	m	a	t̚	CwVCVC	ㅋㅘᄆㅏᆮ	콰맏	kwamat
kʰ	wa	m	a	k̚	CwVCVC	ㅋㅘᄆㅏᆨ	콰막	kwamak
kʰ	wa	m	o	n	CwVCVC	ㅋㅘᄆㅗᆫ	콰몬	kwamon
kʰ	wa	m	o	ŋ	CwVCVC	ㅋㅘᄆㅗᆼ	콰몽	kwamong
kʰ	wa	m	o	p̚	CwVCVC	ㅋㅘᄆㅗᆸ	콰몹	kwamop
kʰ	wa	m	o	t̚	CwVCVC	ㅋㅘᄆㅗᆮ	콰몯	kwamot
kʰ	wa	m	o	k̚	CwVCVC	ㅋㅘᄆㅗᆨ	콰목	kwamok
kʰ	wa	m	u	n	CwVCVC	ㅋㅘᄆㅜᆫ	콰문	kwamun
kʰ	wa	m	u	ŋ	CwVCVC	ㅋㅘᄆㅜᆼ	콰뭉	kwamung
kʰ	wa	m	u	p̚	CwVCVC	ㅋㅘᄆㅜᆸ	콰뭅	kwamup
kʰ	wa	m	u	t̚	CwVCVC	ㅋㅘᄆㅜᆮ	콰묻	kwamut
kʰ	wa	m	u	k̚	CwVCVC	ㅋㅘᄆㅜᆨ	콰묵	kwamuk
kʰ	wi	n	i	m	CwVCVC	ㅋㅟᄂㅣᆷ	퀴님	kwinim
kʰ	wi	n	i	ŋ	CwVCVC	ㅋㅟᄂㅣᆼ	퀴닝	kwining
kʰ	wi	n	i	p̚	CwVCVC	ㅋㅟᄂㅣᆸ	퀴닙	kwinip
kʰ	wi	n	i	t̚	CwVCVC	ㅋㅟᄂㅣᆮ	퀴닏	kwinit
kʰ	wi	n	i	k̚	CwVCVC	ㅋㅟᄂㅣᆨ	퀴닉	kwinik
kʰ	wi	n	a	m	CwVCVC	ㅋㅟᄂㅏᆷ	퀴남	kwinam
kʰ	wi	n	a	ŋ	CwVCVC	ㅋㅟᄂㅏᆼ	퀴낭	kwinang
kʰ	wi	n	a	p̚	CwVCVC	ㅋㅟᄂㅏᆸ	퀴납	kwinap
kʰ	wi	n	a	t̚	CwVCVC	ㅋㅟᄂㅏᆮ	퀴낟	kwinat
kʰ	wi	n	a	k̚	CwVCVC	ㅋㅟᄂㅏᆨ	퀴낙	kwinak
kʰ	wi	n	o	m	CwVCVC	ㅋㅟᄂㅗᆷ	퀴놈	kwinom
kʰ	wi	n	o	ŋ	CwVCVC	ㅋㅟᄂㅗᆼ	퀴농	kwinong
kʰ	wi	n	o	p̚	CwVCVC	ㅋㅟᄂㅗᆸ	퀴놉	kwinop
kʰ	wi	n	o	t̚	CwVCVC	ㅋㅟᄂㅗᆮ	퀴녿	kwinot
kʰ	wi	n	o	k̚	CwVCVC	ㅋㅟᄂㅗᆨ	퀴녹	kwinok
kʰ	wi	n	u	m	CwVCVC	ㅋㅟᄂㅜᆷ	퀴눔	kwinum
kʰ	wi	n	u	ŋ	CwVCVC	ㅋㅟᄂㅜᆼ	퀴눙	kwinung
kʰ	wi	n	u	p̚	CwVCVC	ㅋㅟᄂㅜᆸ	퀴눕	kwinup
kʰ	wi	n	u	t̚	CwVCVC	ㅋㅟᄂㅜᆮ	퀴눋	kwinut
kʰ	wi	n	u	k̚	CwVCVC	ㅋㅟᄂㅜᆨ	퀴눅	kwinuk
kʰ	wa	n	i	m	CwVCVC	ㅋㅘᄂㅣᆷ	콰님	kwanim
kʰ	wa	n	i	ŋ	CwVCVC	ㅋㅘᄂㅣᆼ	콰닝	kwaning
kʰ	wa	n	i	p̚	CwVCVC	ㅋㅘᄂㅣᆸ	콰닙	kwanip
kʰ	wa	n	i	t̚	CwVCVC	ㅋㅘᄂㅣᆮ	콰닏	kwanit
kʰ	wa	n	i	k̚	CwVCVC	ㅋㅘᄂㅣᆨ	콰닉	kwanik
kʰ	wa	n	a	m	CwVCVC	ㅋㅘᄂㅏᆷ	콰남	kwanam
kʰ	wa	n	a	ŋ	CwVCVC	ㅋㅘᄂㅏᆼ	콰낭	kwanang
kʰ	wa	n	a	p̚	CwVCVC	ㅋㅘᄂㅏᆸ	콰납	kwanap
kʰ	wa	n	a	t̚	CwVCVC	ㅋㅘᄂㅏᆮ	콰낟	kwanat
kʰ	wa	n	a	k̚	CwVCVC	ㅋㅘᄂㅏᆨ	콰낙	kwanak
kʰ	wa	n	o	m	CwVCVC	ㅋㅘᄂㅗᆷ	콰놈	kwanom
kʰ	wa	n	o	ŋ	CwVCVC	ㅋㅘᄂㅗᆼ	콰농	kwanong
kʰ	wa	n	o	p̚	CwVCVC	ㅋㅘᄂㅗᆸ	콰놉	kwanop
kʰ	wa	n	o	t̚	CwVCVC	ㅋㅘᄂㅗᆮ	콰녿	kwanot
kʰ	wa	n	o	k̚	CwVCVC	ㅋㅘᄂㅗᆨ	콰녹	kwanok
kʰ	wa	n	u	m	CwVCVC	ㅋㅘᄂㅜᆷ	콰눔	kwanum
kʰ	wa	n	u	ŋ	CwVCVC	ㅋㅘᄂㅜᆼ	콰눙	kwanung
kʰ	wa	n	u	p̚	CwVCVC	ㅋㅘᄂㅜᆸ	콰눕	kwanup
kʰ	wa	n	u	t̚	CwVCVC	ㅋㅘᄂㅜᆮ	콰눋	kwanut
kʰ	wa	n	u	k̚	CwVCVC	ㅋㅘᄂㅜᆨ	콰눅	kwanuk
s	wi	p	i	m	CwVCVC	ᄉㅟㅂㅣᆷ	쉬빔	swibim
s	wi	p	i	n	CwVCVC	ᄉㅟㅂㅣᆫ	쉬빈	swibin
s	wi	p	i	ŋ	CwVCVC	ᄉㅟㅂㅣᆼ	쉬빙	swibing
s	wi	p	i	t̚	CwVCVC	ᄉㅟㅂㅣᆮ	쉬빋	swibit
s	wi	p	i	k̚	CwVCVC	ᄉㅟㅂㅣᆨ	쉬빅	swibik
s	wi	p	a	m	CwVCVC	ᄉㅟㅂㅏᆷ	쉬밤	swibam
s	wi	p	a	n	CwVCVC	ᄉㅟㅂㅏᆫ	쉬반	swiban
s	wi	p	a	ŋ	CwVCVC	ᄉㅟㅂㅏᆼ	쉬방	swibang
s	wi	p	a	t̚	CwVCVC	ᄉㅟㅂㅏᆮ	쉬받	swibat
s	wi	p	a	k̚	CwVCVC	ᄉㅟㅂㅏᆨ	쉬박	swibak
s	wi	p	o	m	CwVCVC	ᄉㅟㅂㅗᆷ	쉬봄	swibom
s	wi	p	o	n	CwVCVC	ᄉㅟㅂㅗᆫ	쉬본	swibon
s	wi	p	o	ŋ	CwVCVC	ᄉㅟㅂㅗᆼ	쉬봉	swibong
s	wi	p	o	t̚	CwVCVC	ᄉㅟㅂㅗᆮ	쉬볻	swibot
s	wi	p	o	k̚	CwVCVC	ᄉㅟㅂㅗᆨ	쉬복	swibok
s	wi	p	u	m	CwVCVC	ᄉㅟㅂㅜᆷ	쉬붐	swibum
s	wi	p	u	n	CwVCVC	ᄉㅟㅂㅜᆫ	쉬분	swibun
s	wi	p	u	ŋ	CwVCVC	ᄉㅟㅂㅜᆼ	쉬붕	swibung
s	wi	p	u	t̚	CwVCVC	ᄉㅟㅂㅜᆮ	쉬붇	swibut
s	wi	p	u	k̚	CwVCVC	ᄉㅟㅂㅜᆨ	쉬북	swibuk
s	wa	p	i	m	CwVCVC	ᄉㅘㅂㅣᆷ	솨빔	swabim
s	wa	p	i	n	CwVCVC	ᄉㅘㅂㅣᆫ	솨빈	swabin
s	wa	p	i	ŋ	CwVCVC	ᄉㅘㅂㅣᆼ	솨빙	swabing
s	wa	p	i	t̚	CwVCVC	ᄉㅘㅂㅣᆮ	솨빋	swabit
s	wa	p	i	k̚	CwVCVC	ᄉㅘㅂㅣᆨ	솨빅	swabik
s	wa	p	a	m	CwVCVC	ᄉㅘㅂㅏᆷ	솨밤	swabam
s	wa	p	a	n	CwVCVC	ᄉㅘㅂㅏᆫ	솨반	swaban
s	wa	p	a	ŋ	CwVCVC	ᄉㅘㅂㅏᆼ	솨방	swabang
s	wa	p	a	t̚	CwVCVC	ᄉㅘㅂㅏᆮ	솨받	swabat
s	wa	p	a	k̚	CwVCVC	ᄉㅘㅂㅏᆨ	솨박	swabak
s	wa	p	o	m	CwVCVC	ᄉㅘㅂㅗᆷ	솨봄	swabom
s	wa	p	o	n	CwVCVC	ᄉㅘㅂㅗᆫ	솨본	swabon
s	wa	p	o	ŋ	CwVCVC	ᄉㅘㅂㅗᆼ	솨봉	swabong
s	wa	p	o	t̚	CwVCVC	ᄉㅘㅂㅗᆮ	솨볻	swabot
s	wa	p	o	k̚	CwVCVC	ᄉㅘㅂㅗᆨ	솨복	swabok
s	wa	p	u	m	CwVCVC	ᄉㅘㅂㅜᆷ	솨붐	swabum
s	wa	p	u	n	CwVCVC	ᄉㅘㅂㅜᆫ	솨분	swabun
s	wa	p	u	ŋ	CwVCVC	ᄉㅘㅂㅜᆼ	솨붕	swabung
s	wa	p	u	t̚	CwVCVC	ᄉㅘㅂㅜᆮ	솨붇	swabut
s	wa	p	u	k̚	CwVCVC	ᄉㅘㅂㅜᆨ	솨북	swabuk
s	wi	t	i	m	CwVCVC	ᄉㅟㄷㅣᆷ	쉬딤	swidim
s	wi	t	i	n	CwVCVC	ᄉㅟㄷㅣᆫ	쉬딘	swidin
s	wi	t	i	ŋ	CwVCVC	ᄉㅟㄷㅣᆼ	쉬딩	swiding
s	wi	t	i	p̚	CwVCVC	ᄉㅟㄷㅣᆸ	쉬딥	swidip
s	wi	t	i	k̚	CwVCVC	ᄉㅟㄷㅣᆨ	쉬딕	swidik
