onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanization	lexicality	memo
mk	o			p̚	NCVC	ᄆㄱㅗᆸ			FALSE	
mk	o			t̚	NCVC	ᄆㄱㅗᆮ			FALSE	
mk	u			p̚	NCVC	ᄆㄱㅜᆸ			FALSE	
mk	u			t̚	NCVC	ᄆㄱㅜᆮ			FALSE	
nk	i			p̚	NCVC	ᄂㄱㅣᆸ			FALSE	
nk	i			t̚	NCVC	ᄂㄱㅣᆮ			FALSE	
nk	a			p̚	NCVC	ᄂㄱㅏᆸ			FALSE	
nk	a			t̚	NCVC	ᄂㄱㅏᆮ			FALSE	
nk	o			p̚	NCVC	ᄂㄱㅗᆸ			FALSE	
nk	o			t̚	NCVC	ᄂㄱㅗᆮ			FALSE	
nk	u			p̚	NCVC	ᄂㄱㅜᆸ			FALSE	
nk	u			t̚	NCVC	ᄂㄱㅜᆮ			FALSE	
mpʰ	i			t̚	NCVC	ᄆㅍㅣᆮ			FALSE	
mpʰ	i			k̚	NCVC	ᄆㅍㅣᆨ			FALSE	
mpʰ	a			t̚	NCVC	ᄆㅍㅏᆮ			FALSE	
mpʰ	a			k̚	NCVC	ᄆㅍㅏᆨ			FALSE	
mpʰ	o			t̚	NCVC	ᄆㅍㅗᆮ			FALSE	
mpʰ	o			k̚	NCVC	ᄆㅍㅗᆨ			FALSE	
mpʰ	u			t̚	NCVC	ᄆㅍㅜᆮ			FALSE	
mpʰ	u			k̚	NCVC	ᄆㅍㅜᆨ			FALSE	
npʰ	i			t̚	NCVC	ᄂㅍㅣᆮ			FALSE	
npʰ	i			k̚	NCVC	ᄂㅍㅣᆨ			FALSE	
npʰ	a			t̚	NCVC	ᄂㅍㅏᆮ			FALSE	
npʰ	a			k̚	NCVC	ᄂㅍㅏᆨ			FALSE	
npʰ	o			t̚	NCVC	ᄂㅍㅗᆮ			FALSE	
npʰ	o			k̚	NCVC	ᄂㅍㅗᆨ			FALSE	
npʰ	u			t̚	NCVC	ᄂㅍㅜᆮ			FALSE	
npʰ	u			k̚	NCVC	ᄂㅍㅜᆨ			FALSE	
mtʰ	i			p̚	NCVC	ᄆㅌㅣᆸ			FALSE	
mtʰ	i			k̚	NCVC	ᄆㅌㅣᆨ			FALSE	
mtʰ	a			p̚	NCVC	ᄆㅌㅏᆸ			FALSE	
mtʰ	a			k̚	NCVC	ᄆㅌㅏᆨ			FALSE	
mtʰ	o			p̚	NCVC	ᄆㅌㅗᆸ			FALSE	
mtʰ	o			k̚	NCVC	ᄆㅌㅗᆨ			FALSE	
mtʰ	u			p̚	NCVC	ᄆㅌㅜᆸ			FALSE	
mtʰ	u			k̚	NCVC	ᄆㅌㅜᆨ			FALSE	
ntʰ	i			p̚	NCVC	ᄂㅌㅣᆸ			FALSE	
ntʰ	i			k̚	NCVC	ᄂㅌㅣᆨ			FALSE	
ntʰ	a			p̚	NCVC	ᄂㅌㅏᆸ			FALSE	
ntʰ	a			k̚	NCVC	ᄂㅌㅏᆨ			FALSE	
ntʰ	o			p̚	NCVC	ᄂㅌㅗᆸ			FALSE	
ntʰ	o			k̚	NCVC	ᄂㅌㅗᆨ			FALSE	
ntʰ	u			p̚	NCVC	ᄂㅌㅜᆸ			FALSE	
ntʰ	u			k̚	NCVC	ᄂㅌㅜᆨ			FALSE	
mcʰ	i			p̚	NCVC	ᄆㅊㅣᆸ			FALSE	
mcʰ	i			t̚	NCVC	ᄆㅊㅣᆮ			FALSE	
mcʰ	i			k̚	NCVC	ᄆㅊㅣᆨ			FALSE	
mcʰ	a			p̚	NCVC	ᄆㅊㅏᆸ			FALSE	
mcʰ	a			t̚	NCVC	ᄆㅊㅏᆮ			FALSE	
mcʰ	a			k̚	NCVC	ᄆㅊㅏᆨ			FALSE	
mcʰ	o			p̚	NCVC	ᄆㅊㅗᆸ			FALSE	
mcʰ	o			t̚	NCVC	ᄆㅊㅗᆮ			FALSE	
mcʰ	o			k̚	NCVC	ᄆㅊㅗᆨ			FALSE	
mcʰ	u			p̚	NCVC	ᄆㅊㅜᆸ			FALSE	
mcʰ	u			t̚	NCVC	ᄆㅊㅜᆮ			FALSE	
mcʰ	u			k̚	NCVC	ᄆㅊㅜᆨ			FALSE	
ncʰ	i			p̚	NCVC	ᄂㅊㅣᆸ			FALSE	
ncʰ	i			t̚	NCVC	ᄂㅊㅣᆮ			FALSE	
ncʰ	i			k̚	NCVC	ᄂㅊㅣᆨ			FALSE	
ncʰ	a			p̚	NCVC	ᄂㅊㅏᆸ			FALSE	
ncʰ	a			t̚	NCVC	ᄂㅊㅏᆮ			FALSE	
ncʰ	a			k̚	NCVC	ᄂㅊㅏᆨ			FALSE	
ncʰ	o			p̚	NCVC	ᄂㅊㅗᆸ			FALSE	
ncʰ	o			t̚	NCVC	ᄂㅊㅗᆮ			FALSE	
ncʰ	o			k̚	NCVC	ᄂㅊㅗᆨ			FALSE	
ncʰ	u			p̚	NCVC	ᄂㅊㅜᆸ			FALSE	
ncʰ	u			t̚	NCVC	ᄂㅊㅜᆮ			FALSE	
ncʰ	u			k̚	NCVC	ᄂㅊㅜᆨ			FALSE	
mkʰ	i			p̚	NCVC	ᄆㅋㅣᆸ			FALSE	
mkʰ	i			t̚	NCVC	ᄆㅋㅣᆮ			FALSE	
mkʰ	a			p̚	NCVC	ᄆㅋㅏᆸ			FALSE	
mkʰ	a			t̚	NCVC	ᄆㅋㅏᆮ			FALSE	
mkʰ	o			p̚	NCVC	ᄆㅋㅗᆸ			FALSE	
mkʰ	o			t̚	NCVC	ᄆㅋㅗᆮ			FALSE	
mkʰ	u			p̚	NCVC	ᄆㅋㅜᆸ			FALSE	
mkʰ	u			t̚	NCVC	ᄆㅋㅜᆮ			FALSE	
nkʰ	i			p̚	NCVC	ᄂㅋㅣᆸ			FALSE	
nkʰ	i			t̚	NCVC	ᄂㅋㅣᆮ			FALSE	
nkʰ	a			p̚	NCVC	ᄂㅋㅏᆸ			FALSE	
nkʰ	a			t̚	NCVC	ᄂㅋㅏᆮ			FALSE	
nkʰ	o			p̚	NCVC	ᄂㅋㅗᆸ			FALSE	
nkʰ	o			t̚	NCVC	ᄂㅋㅗᆮ			FALSE	
nkʰ	u			p̚	NCVC	ᄂㅋㅜᆸ			FALSE	
nkʰ	u			t̚	NCVC	ᄂㅋㅜᆮ			FALSE	
pm	i			t̚	CNVC	ㅂᄆㅣᆮ			FALSE	
pm	i			k̚	CNVC	ㅂᄆㅣᆨ			FALSE	
pm	a			t̚	CNVC	ㅂᄆㅏᆮ			FALSE	
pm	a			k̚	CNVC	ㅂᄆㅏᆨ			FALSE	
pm	o			t̚	CNVC	ㅂᄆㅗᆮ			FALSE	
pm	o			k̚	CNVC	ㅂᄆㅗᆨ			FALSE	
pm	u			t̚	CNVC	ㅂᄆㅜᆮ			FALSE	
pm	u			k̚	CNVC	ㅂᄆㅜᆨ			FALSE	
pn	i			t̚	CNVC	ㅂᄂㅣᆮ			FALSE	
pn	i			k̚	CNVC	ㅂᄂㅣᆨ			FALSE	
pn	a			t̚	CNVC	ㅂᄂㅏᆮ			FALSE	
pn	a			k̚	CNVC	ㅂᄂㅏᆨ			FALSE	
pn	o			t̚	CNVC	ㅂᄂㅗᆮ			FALSE	
pn	o			k̚	CNVC	ㅂᄂㅗᆨ			FALSE	
pn	u			t̚	CNVC	ㅂᄂㅜᆮ			FALSE	
pn	u			k̚	CNVC	ㅂᄂㅜᆨ			FALSE	
tm	i			p̚	CNVC	ㄷᄆㅣᆸ			FALSE	
tm	i			k̚	CNVC	ㄷᄆㅣᆨ			FALSE	
tm	a			p̚	CNVC	ㄷᄆㅏᆸ			FALSE	
tm	a			k̚	CNVC	ㄷᄆㅏᆨ			FALSE	
tm	o			p̚	CNVC	ㄷᄆㅗᆸ			FALSE	
tm	o			k̚	CNVC	ㄷᄆㅗᆨ			FALSE	
tm	u			p̚	CNVC	ㄷᄆㅜᆸ			FALSE	
tm	u			k̚	CNVC	ㄷᄆㅜᆨ			FALSE	
tn	i			p̚	CNVC	ㄷᄂㅣᆸ			FALSE	
tn	i			k̚	CNVC	ㄷᄂㅣᆨ			FALSE	
tn	a			p̚	CNVC	ㄷᄂㅏᆸ			FALSE	
tn	a			k̚	CNVC	ㄷᄂㅏᆨ			FALSE	
tn	o			p̚	CNVC	ㄷᄂㅗᆸ			FALSE	
tn	o			k̚	CNVC	ㄷᄂㅗᆨ			FALSE	
tn	u			p̚	CNVC	ㄷᄂㅜᆸ			FALSE	
tn	u			k̚	CNVC	ㄷᄂㅜᆨ			FALSE	
cm	i			p̚	CNVC	ㅈᄆㅣᆸ			FALSE	
cm	i			t̚	CNVC	ㅈᄆㅣᆮ			FALSE	
cm	i			k̚	CNVC	ㅈᄆㅣᆨ			FALSE	
cm	a			p̚	CNVC	ㅈᄆㅏᆸ			FALSE	
cm	a			t̚	CNVC	ㅈᄆㅏᆮ			FALSE	
cm	a			k̚	CNVC	ㅈᄆㅏᆨ			FALSE	
cm	o			p̚	CNVC	ㅈᄆㅗᆸ			FALSE	
cm	o			t̚	CNVC	ㅈᄆㅗᆮ			FALSE	
cm	o			k̚	CNVC	ㅈᄆㅗᆨ			FALSE	
cm	u			p̚	CNVC	ㅈᄆㅜᆸ			FALSE	
cm	u			t̚	CNVC	ㅈᄆㅜᆮ			FALSE	
cm	u			k̚	CNVC	ㅈᄆㅜᆨ			FALSE	
cn	i			p̚	CNVC	ㅈᄂㅣᆸ			FALSE	
cn	i			t̚	CNVC	ㅈᄂㅣᆮ			FALSE	
cn	i			k̚	CNVC	ㅈᄂㅣᆨ			FALSE	
cn	a			p̚	CNVC	ㅈᄂㅏᆸ			FALSE	
cn	a			t̚	CNVC	ㅈᄂㅏᆮ			FALSE	
cn	a			k̚	CNVC	ㅈᄂㅏᆨ			FALSE	
cn	o			p̚	CNVC	ㅈᄂㅗᆸ			FALSE	
cn	o			t̚	CNVC	ㅈᄂㅗᆮ			FALSE	
cn	o			k̚	CNVC	ㅈᄂㅗᆨ			FALSE	
cn	u			p̚	CNVC	ㅈᄂㅜᆸ			FALSE	
cn	u			t̚	CNVC	ㅈᄂㅜᆮ			FALSE	
cn	u			k̚	CNVC	ㅈᄂㅜᆨ			FALSE	
km	i			p̚	CNVC	ㄱᄆㅣᆸ			FALSE	
km	i			t̚	CNVC	ㄱᄆㅣᆮ			FALSE	
km	a			p̚	CNVC	ㄱᄆㅏᆸ			FALSE	
km	a			t̚	CNVC	ㄱᄆㅏᆮ			FALSE	
km	o			p̚	CNVC	ㄱᄆㅗᆸ			FALSE	
km	o			t̚	CNVC	ㄱᄆㅗᆮ			FALSE	
km	u			p̚	CNVC	ㄱᄆㅜᆸ			FALSE	
km	u			t̚	CNVC	ㄱᄆㅜᆮ			FALSE	
kn	i			p̚	CNVC	ㄱᄂㅣᆸ			FALSE	
kn	i			t̚	CNVC	ㄱᄂㅣᆮ			FALSE	
kn	a			p̚	CNVC	ㄱᄂㅏᆸ			FALSE	
kn	a			t̚	CNVC	ㄱᄂㅏᆮ			FALSE	
kn	o			p̚	CNVC	ㄱᄂㅗᆸ			FALSE	
kn	o			t̚	CNVC	ㄱᄂㅗᆮ			FALSE	
kn	u			p̚	CNVC	ㄱᄂㅜᆸ			FALSE	
kn	u			t̚	CNVC	ㄱᄂㅜᆮ			FALSE	
pʰm	i			t̚	CNVC	ㅍᄆㅣᆮ			FALSE	
pʰm	i			k̚	CNVC	ㅍᄆㅣᆨ			FALSE	
pʰm	a			t̚	CNVC	ㅍᄆㅏᆮ			FALSE	
pʰm	a			k̚	CNVC	ㅍᄆㅏᆨ			FALSE	
pʰm	o			t̚	CNVC	ㅍᄆㅗᆮ			FALSE	
pʰm	o			k̚	CNVC	ㅍᄆㅗᆨ			FALSE	
pʰm	u			t̚	CNVC	ㅍᄆㅜᆮ			FALSE	
pʰm	u			k̚	CNVC	ㅍᄆㅜᆨ			FALSE	
pʰn	i			t̚	CNVC	ㅍᄂㅣᆮ			FALSE	
pʰn	i			k̚	CNVC	ㅍᄂㅣᆨ			FALSE	
pʰn	a			t̚	CNVC	ㅍᄂㅏᆮ			FALSE	
pʰn	a			k̚	CNVC	ㅍᄂㅏᆨ			FALSE	
pʰn	o			t̚	CNVC	ㅍᄂㅗᆮ			FALSE	
pʰn	o			k̚	CNVC	ㅍᄂㅗᆨ			FALSE	
pʰn	u			t̚	CNVC	ㅍᄂㅜᆮ			FALSE	
pʰn	u			k̚	CNVC	ㅍᄂㅜᆨ			FALSE	
tʰm	i			p̚	CNVC	ㅌᄆㅣᆸ			FALSE	
tʰm	i			k̚	CNVC	ㅌᄆㅣᆨ			FALSE	
tʰm	a			p̚	CNVC	ㅌᄆㅏᆸ			FALSE	
tʰm	a			k̚	CNVC	ㅌᄆㅏᆨ			FALSE	
tʰm	o			p̚	CNVC	ㅌᄆㅗᆸ			FALSE	
tʰm	o			k̚	CNVC	ㅌᄆㅗᆨ			FALSE	
tʰm	u			p̚	CNVC	ㅌᄆㅜᆸ			FALSE	
tʰm	u			k̚	CNVC	ㅌᄆㅜᆨ			FALSE	
tʰn	i			p̚	CNVC	ㅌᄂㅣᆸ			FALSE	
tʰn	i			k̚	CNVC	ㅌᄂㅣᆨ			FALSE	
tʰn	a			p̚	CNVC	ㅌᄂㅏᆸ			FALSE	
tʰn	a			k̚	CNVC	ㅌᄂㅏᆨ			FALSE	
tʰn	o			p̚	CNVC	ㅌᄂㅗᆸ			FALSE	
tʰn	o			k̚	CNVC	ㅌᄂㅗᆨ			FALSE	
tʰn	u			p̚	CNVC	ㅌᄂㅜᆸ			FALSE	
tʰn	u			k̚	CNVC	ㅌᄂㅜᆨ			FALSE	
cʰm	i			p̚	CNVC	ㅊᄆㅣᆸ			FALSE	
cʰm	i			t̚	CNVC	ㅊᄆㅣᆮ			FALSE	
cʰm	i			k̚	CNVC	ㅊᄆㅣᆨ			FALSE	
cʰm	a			p̚	CNVC	ㅊᄆㅏᆸ			FALSE	
cʰm	a			t̚	CNVC	ㅊᄆㅏᆮ			FALSE	
cʰm	a			k̚	CNVC	ㅊᄆㅏᆨ			FALSE	
cʰm	o			p̚	CNVC	ㅊᄆㅗᆸ			FALSE	
cʰm	o			t̚	CNVC	ㅊᄆㅗᆮ			FALSE	
cʰm	o			k̚	CNVC	ㅊᄆㅗᆨ			FALSE	
cʰm	u			p̚	CNVC	ㅊᄆㅜᆸ			FALSE	
cʰm	u			t̚	CNVC	ㅊᄆㅜᆮ			FALSE	
cʰm	u			k̚	CNVC	ㅊᄆㅜᆨ			FALSE	
cʰn	i			p̚	CNVC	ㅊᄂㅣᆸ			FALSE	
cʰn	i			t̚	CNVC	ㅊᄂㅣᆮ			FALSE	
cʰn	i			k̚	CNVC	ㅊᄂㅣᆨ			FALSE	
cʰn	a			p̚	CNVC	ㅊᄂㅏᆸ			FALSE	
cʰn	a			t̚	CNVC	ㅊᄂㅏᆮ			FALSE	
cʰn	a			k̚	CNVC	ㅊᄂㅏᆨ			FALSE	
cʰn	o			p̚	CNVC	ㅊᄂㅗᆸ			FALSE	
cʰn	o			t̚	CNVC	ㅊᄂㅗᆮ			FALSE	
cʰn	o			k̚	CNVC	ㅊᄂㅗᆨ			FALSE	
cʰn	u			p̚	CNVC	ㅊᄂㅜᆸ			FALSE	
cʰn	u			t̚	CNVC	ㅊᄂㅜᆮ			FALSE	
cʰn	u			k̚	CNVC	ㅊᄂㅜᆨ			FALSE	
kʰm	i			p̚	CNVC	ㅋᄆㅣᆸ			FALSE	
kʰm	i			t̚	CNVC	ㅋᄆㅣᆮ			FALSE	
kʰm	a			p̚	CNVC	ㅋᄆㅏᆸ			FALSE	
kʰm	a			t̚	CNVC	ㅋᄆㅏᆮ			FALSE	
kʰm	o			p̚	CNVC	ㅋᄆㅗᆸ			FALSE	
kʰm	o			t̚	CNVC	ㅋᄆㅗᆮ			FALSE	
kʰm	u			p̚	CNVC	ㅋᄆㅜᆸ			FALSE	
kʰm	u			t̚	CNVC	ㅋᄆㅜᆮ			FALSE	
kʰn	i			p̚	CNVC	ㅋᄂㅣᆸ			FALSE	
kʰn	i			t̚	CNVC	ㅋᄂㅣᆮ			FALSE	
kʰn	a			p̚	CNVC	ㅋᄂㅏᆸ			FALSE	
kʰn	a			t̚	CNVC	ㅋᄂㅏᆮ			FALSE	
kʰn	o			p̚	CNVC	ㅋᄂㅗᆸ			FALSE	
kʰn	o			t̚	CNVC	ㅋᄂㅗᆮ			FALSE	
kʰn	u			p̚	CNVC	ㅋᄂㅜᆸ			FALSE	
kʰn	u			t̚	CNVC	ㅋᄂㅜᆮ			FALSE	
